country_code,year,reporting_pop,region_code,welfare_type
ABW,1981,60563,LCN,income
ABW,1982,61276,LCN,income
ABW,1983,62228,LCN,income
ABW,1984,62901,LCN,income
ABW,1985,61728,LCN,income
ABW,1986,59931,LCN,income
ABW,1987,59159,LCN,income
ABW,1988,59331,LCN,income
ABW,1989,60443,LCN,income
ABW,1990,62753,LCN,income
ABW,1991,65896,LCN,consumption
ABW,1992,69005,LCN,consumption
ABW,1993,73685,LCN,consumption
ABW,1994,77595,LCN,income
ABW,1995,79805,LCN,income
ABW,1996,83021,LCN,income
ABW,1997,86301,LCN,income
ABW,1998,88451,LCN,income
ABW,1999,89659,LCN,income
ABW,2000,90588,LCN,income
ABW,2001,91439,LCN,income
ABW,2002,92074,LCN,income
ABW,2003,93128,LCN,income
ABW,2004,95138,LCN,income
ABW,2005,97635,LCN,income
ABW,2006,99405,LCN,income
ABW,2007,100150,LCN,income
ABW,2008,100917,LCN,income
ABW,2009,101604,LCN,income
ABW,2010,101838,LCN,income
ABW,2011,102591,LCN,income
ABW,2012,104110,LCN,income
ABW,2013,105675,LCN,income
ABW,2014,106807,LCN,income
ABW,2015,107906,LCN,income
ABW,2016,108727,LCN,income
ABW,2017,108735,LCN,income
ABW,2018,108908,LCN,income
ABW,2019,109203,LCN,income
ABW,2020,108587,LCN,income
ABW,2021,107700,LCN,income
ABW,2022,107310,LCN,income
ABW,2023,107359,LCN,income
ABW,2024,107995,LCN,income
ABW,2025,108031,LCN,income
ABW,2026,108009,LCN,income
AFG,1981,11937581,MEA,consumption
AFG,1982,10991378,MEA,consumption
AFG,1983,10917982,MEA,consumption
AFG,1984,11190221,MEA,consumption
AFG,1985,11426852,MEA,consumption
AFG,1986,11420074,MEA,consumption
AFG,1987,11387818,MEA,consumption
AFG,1988,11523298,MEA,consumption
AFG,1989,11874088,MEA,consumption
AFG,1990,12045660,MEA,consumption
AFG,1991,12238879,MEA,consumption
AFG,1992,13278974,MEA,consumption
AFG,1993,14943172,MEA,consumption
AFG,1994,16250794,MEA,consumption
AFG,1995,17065836,MEA,consumption
AFG,1996,17763266,MEA,consumption
AFG,1997,18452091,MEA,consumption
AFG,1998,19159996,MEA,consumption
AFG,1999,19887785,MEA,consumption
AFG,2000,20130327,MEA,consumption
AFG,2001,20284307,MEA,consumption
AFG,2002,21378117,MEA,consumption
AFG,2003,22733049,MEA,consumption
AFG,2004,23560654,MEA,consumption
AFG,2005,24404567,MEA,consumption
AFG,2006,25424094,MEA,consumption
AFG,2007,25909852,MEA,consumption
AFG,2008,26482622,MEA,consumption
AFG,2009,27466101,MEA,consumption
AFG,2010,28284089,MEA,consumption
AFG,2011,29347708,MEA,consumption
AFG,2012,30560034,MEA,consumption
AFG,2013,31622704,MEA,consumption
AFG,2014,32792523,MEA,consumption
AFG,2015,33831764,MEA,consumption
AFG,2016,34700612,MEA,consumption
AFG,2017,35688935,MEA,consumption
AFG,2018,36743039,MEA,consumption
AFG,2019,37856121,MEA,consumption
AFG,2020,39068979,MEA,consumption
AFG,2021,40000412,MEA,consumption
AFG,2022,40578842,MEA,consumption
AFG,2023,41454761,MEA,consumption
AFG,2024,42647492,MEA,consumption
AFG,2025,43844111,MEA,consumption
AFG,2026,45047069,MEA,consumption
AND,1981,37169,ECS,income
AND,1982,38764,ECS,income
AND,1983,40565,ECS,income
AND,1984,42273,ECS,income
AND,1985,43825,ECS,income
AND,1986,45734,ECS,income
AND,1987,47653,ECS,income
AND,1988,49416,ECS,income
AND,1989,50620,ECS,income
AND,1990,52597,ECS,income
AND,1991,56667,ECS,income
AND,1992,60200,ECS,income
AND,1993,63272,ECS,income
AND,1994,64612,ECS,income
AND,1995,63912,ECS,income
AND,1996,63984,ECS,income
AND,1997,64700,ECS,income
AND,1998,65382,ECS,income
AND,1999,65710,ECS,income
AND,2000,65685,ECS,income
AND,2001,65852,ECS,income
AND,2002,66506,ECS,income
AND,2003,69486,ECS,income
AND,2004,74325,ECS,income
AND,2005,77421,ECS,income
AND,2006,79585,ECS,income
AND,2007,81877,ECS,income
AND,2008,83495,ECS,income
AND,2009,83888,ECS,income
AND,2010,80706,ECS,income
AND,2011,77783,ECS,income
AND,2012,76834,ECS,income
AND,2013,75194,ECS,income
AND,2014,73737,ECS,income
AND,2015,72174,ECS,income
AND,2016,72181,ECS,income
AND,2017,73763,ECS,income
AND,2018,75162,ECS,income
AND,2019,76474,ECS,income
AND,2020,77380,ECS,income
AND,2021,78364,ECS,income
AND,2022,79705,ECS,income
AND,2023,80856,ECS,income
AND,2024,81938,ECS,income
AND,2025,82904,ECS,income
AND,2026,83753,ECS,income
ASM,1981,33584,EAS,income
ASM,1982,34909,EAS,income
ASM,1983,36271,EAS,income
ASM,1984,37667,EAS,income
ASM,1985,39103,EAS,income
ASM,1986,40571,EAS,income
ASM,1987,42072,EAS,income
ASM,1988,43615,EAS,income
ASM,1989,45191,EAS,income
ASM,1990,46640,EAS,consumption
ASM,1991,47882,EAS,consumption
ASM,1992,49038,EAS,consumption
ASM,1993,50159,EAS,consumption
ASM,1994,51251,EAS,consumption
ASM,1995,52316,EAS,consumption
ASM,1996,53353,EAS,consumption
ASM,1997,54362,EAS,consumption
ASM,1998,55334,EAS,consumption
ASM,1999,56248,EAS,consumption
ASM,2000,56855,EAS,consumption
ASM,2001,57053,EAS,consumption
ASM,2002,57062,EAS,consumption
ASM,2003,56971,EAS,consumption
ASM,2004,56818,EAS,consumption
ASM,2005,56617,EAS,consumption
ASM,2006,56374,EAS,consumption
ASM,2007,56113,EAS,consumption
ASM,2008,55828,EAS,consumption
ASM,2009,55528,EAS,consumption
ASM,2010,55228,EAS,consumption
ASM,2011,54895,EAS,consumption
ASM,2012,54489,EAS,consumption
ASM,2013,54006,EAS,consumption
ASM,2014,53466,EAS,consumption
ASM,2015,52878,EAS,consumption
ASM,2016,52245,EAS,consumption
ASM,2017,51586,EAS,consumption
ASM,2018,50908,EAS,consumption
ASM,2019,50209,EAS,consumption
ASM,2020,49761,EAS,consumption
ASM,2021,49225,EAS,consumption
ASM,2022,48342,EAS,income
ASM,2023,47521,EAS,income
ASM,2024,46765,EAS,income
ASM,2025,46029,EAS,income
ASM,2026,45319,EAS,income
ATG,1981,64665,LCN,consumption
ATG,1982,64785,LCN,consumption
ATG,1983,64934,LCN,consumption
ATG,1984,64882,LCN,consumption
ATG,1985,64591,LCN,consumption
ATG,1986,64276,LCN,consumption
ATG,1987,63946,LCN,consumption
ATG,1988,63623,LCN,consumption
ATG,1989,63325,LCN,consumption
ATG,1990,63066,LCN,consumption
ATG,1991,63387,LCN,consumption
ATG,1992,64404,LCN,consumption
ATG,1993,65587,LCN,consumption
ATG,1994,66843,LCN,consumption
ATG,1995,68189,LCN,consumption
ATG,1996,69612,LCN,consumption
ATG,1997,71053,LCN,consumption
ATG,1998,72412,LCN,consumption
ATG,1999,73666,LCN,consumption
ATG,2000,74912,LCN,consumption
ATG,2001,76069,LCN,consumption
ATG,2002,77032,LCN,income
ATG,2003,77884,LCN,consumption
ATG,2004,78719,LCN,consumption
ATG,2005,79611,LCN,income
ATG,2006,80604,LCN,income
ATG,2007,81704,LCN,income
ATG,2008,82912,LCN,income
ATG,2009,84173,LCN,consumption
ATG,2010,85320,LCN,consumption
ATG,2011,86332,LCN,consumption
ATG,2012,87260,LCN,income
ATG,2013,88064,LCN,income
ATG,2014,88765,LCN,income
ATG,2015,89409,LCN,income
ATG,2016,89969,LCN,income
ATG,2017,90468,LCN,income
ATG,2018,90926,LCN,income
ATG,2019,91364,LCN,income
ATG,2020,91846,LCN,income
ATG,2021,92349,LCN,income
ATG,2022,92840,LCN,income
ATG,2023,93316,LCN,income
ATG,2024,93772,LCN,income
ATG,2025,94209,LCN,income
ATG,2026,94626,LCN,income
BHR,1981,373524,MEA,income
BHR,1982,386983,MEA,income
BHR,1983,400707,MEA,income
BHR,1984,415154,MEA,income
BHR,1985,430358,MEA,income
BHR,1986,446286,MEA,income
BHR,1987,462854,MEA,income
BHR,1988,479929,MEA,income
BHR,1989,497327,MEA,income
BHR,1990,514797,MEA,consumption
BHR,1991,503052,MEA,consumption
BHR,1992,516458,MEA,consumption
BHR,1993,530225,MEA,consumption
BHR,1994,544366,MEA,consumption
BHR,1995,558879,MEA,consumption
BHR,1996,573792,MEA,consumption
BHR,1997,589115,MEA,consumption
BHR,1998,604842,MEA,consumption
BHR,1999,620989,MEA,consumption
BHR,2000,637582,MEA,consumption
BHR,2001,661316,MEA,income
BHR,2002,710553,MEA,income
BHR,2003,764517,MEA,income
BHR,2004,823741,MEA,income
BHR,2005,888822,MEA,income
BHR,2006,960424,MEA,income
BHR,2007,1039295,MEA,income
BHR,2008,1103496,MEA,income
BHR,2009,1178415,MEA,income
BHR,2010,1228543,MEA,income
BHR,2011,1195020,MEA,income
BHR,2012,1208964,MEA,income
BHR,2013,1253191,MEA,income
BHR,2014,1314562,MEA,income
BHR,2015,1370322,MEA,income
BHR,2016,1423726,MEA,income
BHR,2017,1501116,MEA,income
BHR,2018,1503091,MEA,income
BHR,2019,1483756,MEA,income
BHR,2020,1472204,MEA,income
BHR,2021,1504365,MEA,income
BHR,2022,1524693,MEA,income
BHR,2023,1577059,MEA,income
BHR,2024,1588670,MEA,income
BHR,2025,1622245,MEA,income
BHR,2026,1652147,MEA,income
BHS,1981,236614,LCN,income
BHS,1982,240614,LCN,income
BHS,1983,244698,LCN,income
BHS,1984,248863,LCN,income
BHS,1985,253154,LCN,income
BHS,1986,257536,LCN,income
BHS,1987,261935,LCN,income
BHS,1988,266448,LCN,income
BHS,1989,271178,LCN,income
BHS,1990,275945,LCN,income
BHS,1991,280731,LCN,income
BHS,1992,285927,LCN,income
BHS,1993,291339,LCN,income
BHS,1994,296509,LCN,income
BHS,1995,301461,LCN,income
BHS,1996,306268,LCN,income
BHS,1997,310904,LCN,income
BHS,1998,315368,LCN,income
BHS,1999,319614,LCN,income
BHS,2000,323835,LCN,income
BHS,2001,327836,LCN,income
BHS,2002,331614,LCN,income
BHS,2003,335618,LCN,income
BHS,2004,339782,LCN,income
BHS,2005,343894,LCN,income
BHS,2006,348375,LCN,income
BHS,2007,353334,LCN,income
BHS,2008,358120,LCN,income
BHS,2009,362810,LCN,income
BHS,2010,367478,LCN,income
BHS,2011,371729,LCN,income
BHS,2012,375469,LCN,income
BHS,2013,378953,LCN,income
BHS,2014,382298,LCN,income
BHS,2015,385346,LCN,income
BHS,2016,388055,LCN,income
BHS,2017,390485,LCN,income
BHS,2018,392717,LCN,income
BHS,2019,394675,LCN,income
BHS,2020,395863,LCN,income
BHS,2021,396373,LCN,income
BHS,2022,397538,LCN,income
BHS,2023,399440,LCN,income
BHS,2024,401283,LCN,income
BHS,2025,403033,LCN,income
BHS,2026,404628,LCN,income
BMU,1981,53997,NAC,income
BMU,1982,54387,NAC,income
BMU,1983,54777,NAC,income
BMU,1984,55169,NAC,income
BMU,1985,55547,NAC,income
BMU,1986,55889,NAC,income
BMU,1987,56265,NAC,income
BMU,1988,56699,NAC,income
BMU,1989,57129,NAC,income
BMU,1990,57559,NAC,income
BMU,1991,57984,NAC,income
BMU,1992,58407,NAC,income
BMU,1993,58816,NAC,income
BMU,1994,59194,NAC,income
BMU,1995,59526,NAC,income
BMU,1996,59813,NAC,income
BMU,1997,60177,NAC,income
BMU,1998,60639,NAC,income
BMU,1999,61124,NAC,income
BMU,2000,61550,NAC,income
BMU,2001,61867,NAC,income
BMU,2002,62142,NAC,income
BMU,2003,62386,NAC,income
BMU,2004,62555,NAC,income
BMU,2005,62711,NAC,income
BMU,2006,62834,NAC,income
BMU,2007,63010,NAC,income
BMU,2008,63300,NAC,income
BMU,2009,63565,NAC,income
BMU,2010,63725,NAC,income
BMU,2011,63733,NAC,income
BMU,2012,63646,NAC,income
BMU,2013,63574,NAC,income
BMU,2014,63529,NAC,income
BMU,2015,63464,NAC,income
BMU,2016,63449,NAC,income
BMU,2017,63578,NAC,income
BMU,2018,63831,NAC,income
BMU,2019,64107,NAC,income
BMU,2020,64382,NAC,income
BMU,2021,64648,NAC,income
BMU,2022,64749,NAC,income
BMU,2023,64698,NAC,income
BMU,2024,64636,NAC,income
BMU,2025,64555,NAC,income
BMU,2026,64459,NAC,income
BRN,1981,191977,EAS,income
BRN,1982,198165,EAS,income
BRN,1983,204741,EAS,income
BRN,1984,211661,EAS,income
BRN,1985,218919,EAS,income
BRN,1986,226495,EAS,income
BRN,1987,233860,EAS,income
BRN,1988,240913,EAS,income
BRN,1989,248064,EAS,income
BRN,1990,255292,EAS,income
BRN,1991,262596,EAS,income
BRN,1992,269839,EAS,income
BRN,1993,276971,EAS,income
BRN,1994,284091,EAS,income
BRN,1995,291195,EAS,income
BRN,1996,298276,EAS,income
BRN,1997,305341,EAS,income
BRN,1998,312385,EAS,income
BRN,1999,319411,EAS,income
BRN,2000,326424,EAS,income
BRN,2001,333345,EAS,income
BRN,2002,340099,EAS,income
BRN,2003,346637,EAS,income
BRN,2004,352911,EAS,income
BRN,2005,358916,EAS,income
BRN,2006,364663,EAS,income
BRN,2007,370873,EAS,income
BRN,2008,377793,EAS,income
BRN,2009,384952,EAS,income
BRN,2010,392332,EAS,income
BRN,2011,399389,EAS,income
BRN,2012,405557,EAS,income
BRN,2013,411202,EAS,income
BRN,2014,416750,EAS,income
BRN,2015,422212,EAS,income
BRN,2016,427564,EAS,income
BRN,2017,432772,EAS,income
BRN,2018,437810,EAS,income
BRN,2019,442680,EAS,income
BRN,2020,447404,EAS,income
BRN,2021,451721,EAS,income
BRN,2022,455370,EAS,income
BRN,2023,458949,EAS,income
BRN,2024,462721,EAS,income
BRN,2025,466330,EAS,income
BRN,2026,469775,EAS,income
CHI,1981,131078,ECS,income
CHI,1982,132172,ECS,income
CHI,1983,133413,ECS,income
CHI,1984,134727,ECS,income
CHI,1985,136075,ECS,income
CHI,1986,137413,ECS,income
CHI,1987,138743,ECS,income
CHI,1988,140089,ECS,income
CHI,1989,141501,ECS,income
CHI,1990,143087,ECS,income
CHI,1991,144269,ECS,income
CHI,1992,144733,ECS,income
CHI,1993,144984,ECS,income
CHI,1994,145163,ECS,income
CHI,1995,145247,ECS,income
CHI,1996,145565,ECS,income
CHI,1997,146214,ECS,income
CHI,1998,146906,ECS,income
CHI,1999,147554,ECS,income
CHI,2000,148110,ECS,income
CHI,2001,148850,ECS,income
CHI,2002,149881,ECS,income
CHI,2003,150960,ECS,income
CHI,2004,152039,ECS,income
CHI,2005,153126,ECS,income
CHI,2006,154214,ECS,income
CHI,2007,155309,ECS,income
CHI,2008,156408,ECS,income
CHI,2009,157511,ECS,income
CHI,2010,158621,ECS,income
CHI,2011,159706,ECS,income
CHI,2012,160767,ECS,income
CHI,2013,161777,ECS,income
CHI,2014,162726,ECS,income
CHI,2015,163454,ECS,income
CHI,2016,163883,ECS,income
CHI,2017,164319,ECS,income
CHI,2018,164949,ECS,income
CHI,2019,165639,ECS,income
CHI,2020,166235,ECS,income
CHI,2021,166741,ECS,income
CHI,2022,167215,ECS,income
CHI,2023,167691,ECS,income
CHI,2024,168126,ECS,income
CHI,2025,168466,ECS,income
CHI,2026,168715,ECS,income
CUB,1981,9849320,LCN,consumption
CUB,1982,9912681,LCN,consumption
CUB,1983,9991026,LCN,consumption
CUB,1984,10073299,LCN,consumption
CUB,1985,10157228,LCN,consumption
CUB,1986,10244247,LCN,consumption
CUB,1987,10335342,LCN,consumption
CUB,1988,10432585,LCN,consumption
CUB,1989,10533243,LCN,consumption
CUB,1990,10631799,LCN,consumption
CUB,1991,10717640,LCN,consumption
CUB,1992,10785801,LCN,consumption
CUB,1993,10841031,LCN,consumption
CUB,1994,10886021,LCN,consumption
CUB,1995,10925362,LCN,consumption
CUB,1996,10962010,LCN,consumption
CUB,1997,10997934,LCN,consumption
CUB,1998,11034712,LCN,consumption
CUB,1999,11072230,LCN,consumption
CUB,2000,11109109,LCN,consumption
CUB,2001,11144132,LCN,consumption
CUB,2002,11177418,LCN,consumption
CUB,2003,11209383,LCN,consumption
CUB,2004,11238756,LCN,consumption
CUB,2005,11262554,LCN,consumption
CUB,2006,11278550,LCN,consumption
CUB,2007,11287272,LCN,consumption
CUB,2008,11291762,LCN,consumption
CUB,2009,11294719,LCN,consumption
CUB,2010,11297409,LCN,consumption
CUB,2011,11301571,LCN,consumption
CUB,2012,11303175,LCN,consumption
CUB,2013,11298167,LCN,consumption
CUB,2014,11285775,LCN,consumption
CUB,2015,11275065,LCN,consumption
CUB,2016,11265612,LCN,consumption
CUB,2017,11247829,LCN,consumption
CUB,2018,11227118,LCN,consumption
CUB,2019,11202846,LCN,consumption
CUB,2020,11176354,LCN,consumption
CUB,2021,11122168,LCN,consumption
CUB,2022,11059820,LCN,consumption
CUB,2023,11019931,LCN,consumption
CUB,2024,10979783,LCN,consumption
CUB,2025,10937203,LCN,consumption
CUB,2026,10892659,LCN,consumption
CUW,1981,148629,LCN,income
CUW,1982,150101,LCN,income
CUW,1983,151159,LCN,income
CUW,1984,151940,LCN,income
CUW,1985,152711,LCN,income
CUW,1986,152662,LCN,income
CUW,1987,151456,LCN,income
CUW,1988,149254,LCN,income
CUW,1989,146937,LCN,income
CUW,1990,145400,LCN,income
CUW,1991,144403,LCN,income
CUW,1992,143912,LCN,income
CUW,1993,144299,LCN,income
CUW,1994,144630,LCN,income
CUW,1995,145139,LCN,income
CUW,1996,146306,LCN,income
CUW,1997,146956,LCN,income
CUW,1998,144472,LCN,income
CUW,1999,139428,LCN,income
CUW,2000,133860,LCN,income
CUW,2001,129047,LCN,income
CUW,2002,129205,LCN,income
CUW,2003,131897,LCN,income
CUW,2004,134192,LCN,income
CUW,2005,137658,LCN,income
CUW,2006,141239,LCN,income
CUW,2007,144056,LCN,income
CUW,2008,145880,LCN,income
CUW,2009,146833,LCN,income
CUW,2010,148703,LCN,income
CUW,2011,150831,LCN,income
CUW,2012,152088,LCN,income
CUW,2013,153822,LCN,income
CUW,2014,155909,LCN,income
CUW,2015,157980,LCN,income
CUW,2016,159664,LCN,income
CUW,2017,160175,LCN,income
CUW,2018,159336,LCN,income
CUW,2019,157441,LCN,income
CUW,2020,155482,LCN,income
CUW,2021,153948,LCN,income
CUW,2022,153321,LCN,income
CUW,2023,154654,LCN,income
CUW,2024,155967,LCN,income
CUW,2025,155975,LCN,income
CUW,2026,155952,LCN,income
CYM,1981,17905,LCN,income
CYM,1982,18750,LCN,income
CYM,1983,19598,LCN,income
CYM,1984,20454,LCN,income
CYM,1985,21324,LCN,income
CYM,1986,22197,LCN,income
CYM,1987,23073,LCN,income
CYM,1988,23951,LCN,income
CYM,1989,24874,LCN,income
CYM,1990,25999,LCN,income
CYM,1991,27294,LCN,income
CYM,1992,28621,LCN,income
CYM,1993,29976,LCN,income
CYM,1994,31352,LCN,income
CYM,1995,32743,LCN,income
CYM,1996,34143,LCN,income
CYM,1997,35543,LCN,income
CYM,1998,36922,LCN,income
CYM,1999,38284,LCN,income
CYM,2000,39674,LCN,income
CYM,2001,41089,LCN,income
CYM,2002,42514,LCN,income
CYM,2003,43934,LCN,income
CYM,2004,45352,LCN,income
CYM,2005,46788,LCN,income
CYM,2006,48232,LCN,income
CYM,2007,49687,LCN,income
CYM,2008,51151,LCN,income
CYM,2009,52618,LCN,income
CYM,2010,54099,LCN,income
CYM,2011,55606,LCN,income
CYM,2012,57136,LCN,income
CYM,2013,58655,LCN,income
CYM,2014,60160,LCN,income
CYM,2015,61642,LCN,income
CYM,2016,63100,LCN,income
CYM,2017,64535,LCN,income
CYM,2018,65941,LCN,income
CYM,2019,67327,LCN,income
CYM,2020,68684,LCN,income
CYM,2021,70108,LCN,income
CYM,2022,71591,LCN,income
CYM,2023,73038,LCN,income
CYM,2024,74457,LCN,income
CYM,2025,75844,LCN,income
CYM,2026,77196,LCN,income
DMA,1981,72986,LCN,consumption
DMA,1982,72688,LCN,consumption
DMA,1983,72365,LCN,consumption
DMA,1984,72056,LCN,consumption
DMA,1985,71744,LCN,consumption
DMA,1986,71406,LCN,consumption
DMA,1987,71023,LCN,consumption
DMA,1988,70608,LCN,consumption
DMA,1989,70153,LCN,consumption
DMA,1990,69627,LCN,consumption
DMA,1991,69296,LCN,consumption
DMA,1992,69325,LCN,consumption
DMA,1993,69433,LCN,consumption
DMA,1994,69477,LCN,consumption
DMA,1995,69469,LCN,consumption
DMA,1996,69410,LCN,consumption
DMA,1997,69299,LCN,consumption
DMA,1998,69124,LCN,consumption
DMA,1999,68870,LCN,consumption
DMA,2000,68511,LCN,consumption
DMA,2001,68288,LCN,consumption
DMA,2002,68367,LCN,consumption
DMA,2003,68531,LCN,consumption
DMA,2004,68649,LCN,consumption
DMA,2005,68734,LCN,consumption
DMA,2006,68806,LCN,consumption
DMA,2007,68847,LCN,consumption
DMA,2008,68854,LCN,consumption
DMA,2009,68864,LCN,consumption
DMA,2010,68859,LCN,consumption
DMA,2011,69053,LCN,consumption
DMA,2012,69118,LCN,consumption
DMA,2013,69715,LCN,consumption
DMA,2014,70373,LCN,consumption
DMA,2015,70410,LCN,consumption
DMA,2016,69606,LCN,consumption
DMA,2017,68496,LCN,consumption
DMA,2018,68174,LCN,consumption
DMA,2019,67880,LCN,consumption
DMA,2020,67573,LCN,consumption
DMA,2021,67202,LCN,consumption
DMA,2022,66826,LCN,consumption
DMA,2023,66510,LCN,consumption
DMA,2024,66205,LCN,consumption
DMA,2025,65871,LCN,consumption
DMA,2026,65511,LCN,consumption
ERI,1981,1649939,SSF,consumption
ERI,1982,1695461,SSF,consumption
ERI,1983,1736160,SSF,consumption
ERI,1984,1771730,SSF,consumption
ERI,1985,1807816,SSF,consumption
ERI,1986,1845164,SSF,consumption
ERI,1987,1888669,SSF,consumption
ERI,1988,1938255,SSF,consumption
ERI,1989,1987017,SSF,consumption
ERI,1990,2032737,SSF,consumption
ERI,1991,1919571,SSF,consumption
ERI,1992,1798748,SSF,consumption
ERI,1993,1856006,SSF,consumption
ERI,1994,1913915,SSF,consumption
ERI,1995,2025267,SSF,consumption
ERI,1996,2128464,SSF,consumption
ERI,1997,2152135,SSF,consumption
ERI,1998,2180419,SSF,consumption
ERI,1999,2212780,SSF,consumption
ERI,2000,2247031,SSF,consumption
ERI,2001,2312079,SSF,consumption
ERI,2002,2392978,SSF,consumption
ERI,2003,2493903,SSF,consumption
ERI,2004,2598284,SSF,consumption
ERI,2005,2661215,SSF,consumption
ERI,2006,2703502,SSF,consumption
ERI,2007,2743222,SSF,consumption
ERI,2008,2816327,SSF,consumption
ERI,2009,2887885,SSF,consumption
ERI,2010,2945186,SSF,consumption
ERI,2011,2998485,SSF,consumption
ERI,2012,3036988,SSF,consumption
ERI,2013,3074360,SSF,consumption
ERI,2014,3095173,SSF,consumption
ERI,2015,3105546,SSF,consumption
ERI,2016,3124698,SSF,consumption
ERI,2017,3150347,SSF,consumption
ERI,2018,3192760,SSF,consumption
ERI,2019,3240194,SSF,consumption
ERI,2020,3291271,SSF,consumption
ERI,2021,3350183,SSF,consumption
ERI,2022,3409447,SSF,consumption
ERI,2023,3470390,SSF,consumption
ERI,2024,3535603,SSF,consumption
ERI,2025,3607003,SSF,consumption
ERI,2026,3682669,SSF,consumption
FRO,1981,43626,ECS,income
FRO,1982,44171,ECS,income
FRO,1983,44670,ECS,income
FRO,1984,45141,ECS,income
FRO,1985,45707,ECS,income
FRO,1986,46131,ECS,income
FRO,1987,46701,ECS,income
FRO,1988,47355,ECS,income
FRO,1989,47958,ECS,income
FRO,1990,47740,ECS,income
FRO,1991,47447,ECS,income
FRO,1992,47287,ECS,income
FRO,1993,46474,ECS,income
FRO,1994,44695,ECS,income
FRO,1995,43611,ECS,income
FRO,1996,43581,ECS,income
FRO,1997,44132,ECS,income
FRO,1998,44674,ECS,income
FRO,1999,45146,ECS,income
FRO,2000,45754,ECS,income
FRO,2001,46635,ECS,income
FRO,2002,47335,ECS,income
FRO,2003,48032,ECS,income
FRO,2004,48384,ECS,income
FRO,2005,48359,ECS,income
FRO,2006,48335,ECS,income
FRO,2007,48378,ECS,income
FRO,2008,48547,ECS,income
FRO,2009,48791,ECS,income
FRO,2010,48657,ECS,income
FRO,2011,48543,ECS,income
FRO,2012,48291,ECS,income
FRO,2013,48246,ECS,income
FRO,2014,48428,ECS,income
FRO,2015,48899,ECS,income
FRO,2016,49464,ECS,income
FRO,2017,50180,ECS,income
FRO,2018,50996,ECS,income
FRO,2019,51792,ECS,income
FRO,2020,52565,ECS,income
FRO,2021,53296,ECS,income
FRO,2022,53912,ECS,income
FRO,2023,54414,ECS,income
FRO,2024,54681,ECS,income
FRO,2025,55275,ECS,income
FRO,2026,55792,ECS,income
GIB,1981,28740,ECS,consumption
GIB,1982,28765,ECS,consumption
GIB,1983,28733,ECS,consumption
GIB,1984,28643,ECS,consumption
GIB,1985,28512,ECS,consumption
GIB,1986,28328,ECS,consumption
GIB,1987,28096,ECS,consumption
GIB,1988,27839,ECS,consumption
GIB,1989,27544,ECS,consumption
GIB,1990,27200,ECS,consumption
GIB,1991,26898,ECS,consumption
GIB,1992,26878,ECS,consumption
GIB,1993,27070,ECS,consumption
GIB,1994,27239,ECS,income
GIB,1995,27377,ECS,income
GIB,1996,27487,ECS,income
GIB,1997,27582,ECS,income
GIB,1998,27650,ECS,income
GIB,1999,27692,ECS,income
GIB,2000,27709,ECS,income
GIB,2001,27657,ECS,income
GIB,2002,27831,ECS,income
GIB,2003,28274,ECS,income
GIB,2004,28715,ECS,income
GIB,2005,29163,ECS,income
GIB,2006,29594,ECS,income
GIB,2007,30006,ECS,income
GIB,2008,30413,ECS,income
GIB,2009,30823,ECS,income
GIB,2010,31248,ECS,income
GIB,2011,31660,ECS,income
GIB,2012,32029,ECS,income
GIB,2013,32407,ECS,income
GIB,2014,32813,ECS,income
GIB,2015,33193,ECS,income
GIB,2016,33658,ECS,income
GIB,2017,34245,ECS,income
GIB,2018,34854,ECS,income
GIB,2019,35494,ECS,income
GIB,2020,36173,ECS,income
GIB,2021,36858,ECS,income
GIB,2022,37609,ECS,income
GIB,2023,38471,ECS,income
GIB,2024,39329,ECS,income
GIB,2025,40126,ECS,income
GIB,2026,40867,ECS,income
GRL,1981,51000,ECS,income
GRL,1982,51500,ECS,income
GRL,1983,52100,ECS,income
GRL,1984,52700,ECS,income
GRL,1985,53200,ECS,income
GRL,1986,53500,ECS,income
GRL,1987,54100,ECS,income
GRL,1988,54800,ECS,income
GRL,1989,55300,ECS,income
GRL,1990,55600,ECS,income
GRL,1991,55500,ECS,income
GRL,1992,55300,ECS,income
GRL,1993,55200,ECS,income
GRL,1994,55500,ECS,income
GRL,1995,55800,ECS,income
GRL,1996,55900,ECS,income
GRL,1997,56000,ECS,income
GRL,1998,56100,ECS,income
GRL,1999,56100,ECS,income
GRL,2000,56185,ECS,income
GRL,2001,56379,ECS,income
GRL,2002,56595,ECS,income
GRL,2003,56751,ECS,income
GRL,2004,56898,ECS,income
GRL,2005,56935,ECS,income
GRL,2006,56775,ECS,income
GRL,2007,56555,ECS,income
GRL,2008,56328,ECS,income
GRL,2009,56323,ECS,income
GRL,2010,56534,ECS,income
GRL,2011,56890,ECS,income
GRL,2012,56810,ECS,income
GRL,2013,56483,ECS,income
GRL,2014,56295,ECS,income
GRL,2015,56114,ECS,income
GRL,2016,56186,ECS,income
GRL,2017,56172,ECS,income
GRL,2018,56023,ECS,income
GRL,2019,56225,ECS,income
GRL,2020,56367,ECS,income
GRL,2021,56653,ECS,income
GRL,2022,56661,ECS,income
GRL,2023,56865,ECS,income
GRL,2024,56836,ECS,income
GRL,2025,56739,ECS,income
GRL,2026,56621,ECS,income
GUM,1981,112902,EAS,income
GUM,1982,115711,EAS,income
GUM,1983,118508,EAS,income
GUM,1984,121302,EAS,income
